2024-02-14 13:43:09,955: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-14 13:43:11,808: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-14 13:43:11,809: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-14 13:43:11,811: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-14 13:43:11,811: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-14 13:43:11,813: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:43:11[0m
2024-02-14 13:43:11,813: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:11,823: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,752: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-14 13:43:17,758: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,758: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,758: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,760: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,761: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-14 13:43:17,761: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-14 13:43:17,761: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-02-14 13:43:17,761: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-14 13:43:17,767: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:43:17,769: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-14 13:43:17,769: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-14 13:43:17,771: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-14 13:43:17,771: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,771: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,772: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,772: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,772: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,773: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,775: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,775: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,776: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,776: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,776: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,777: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,779: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-14 13:43:17,780: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,780: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,781: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,783: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,783: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,786: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,791: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-14 13:43:17,791: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-14 13:43:17,791: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,791: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,794: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,794: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,794: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,795: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,798: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-14 13:43:17,800: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,801: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,803: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-14 13:43:17,803: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,803: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,804: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,804: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,804: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,805: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,807: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-14 13:43:17,807: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-14 13:43:17,816: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,816: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,819: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,820: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,820: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,820: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,821: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,821: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,822: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,822: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,824: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:43:17,829: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-14 13:43:17,830: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-14 13:43:17,833: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,833: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,835: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,836: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,836: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,836: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,838: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,838: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,838: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,839: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,842: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:43:17,846: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-14 13:43:17,846: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-14 13:43:17,848: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,849: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,850: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,850: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,851: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,851: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,852: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,852: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,852: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,853: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,854: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:43:17,856: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-02-14 13:43:17,856: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-02-14 13:43:17,861: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,862: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,863: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,864: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:43:17[0m
2024-02-14 13:43:17,864: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,864: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,865: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,865: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:43:17,866: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,866: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:43:17,868: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:43:17,869: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-02-14 13:43:17,869: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
