2024-02-14 13:25:45,053: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-14 13:25:46,978: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-14 13:25:46,980: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-14 13:25:46,981: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-14 13:25:46,981: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-14 13:25:46,983: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:25:46[0m
2024-02-14 13:25:46,984: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:46,993: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,552: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-14 13:25:49,557: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,557: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,557: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,558: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,559: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-14 13:25:49,559: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-14 13:25:49,560: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-02-14 13:25:49,560: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-14 13:25:49,567: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:25:49,569: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-14 13:25:49,570: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-14 13:25:49,572: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-14 13:25:49,572: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,572: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,573: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,574: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,574: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,576: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,579: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,579: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,580: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,581: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,581: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,583: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,587: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-14 13:25:49,588: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,588: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,589: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,589: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,590: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,590: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,593: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-14 13:25:49,593: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-14 13:25:49,593: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,594: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,594: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,594: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,595: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,597: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-14 13:25:49,598: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,603: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,605: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-14 13:25:49,605: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,605: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,606: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,606: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,606: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,607: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,609: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-14 13:25:49,609: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-14 13:25:49,612: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,612: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,613: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,613: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,613: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,613: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,616: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,619: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,621: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,623: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:25:49,624: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-14 13:25:49,624: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-14 13:25:49,626: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,627: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,628: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,628: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,629: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,629: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,630: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,630: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,630: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,631: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,636: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:25:49,638: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-14 13:25:49,638: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-14 13:25:49,640: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,640: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,641: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,642: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,642: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,642: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,643: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,643: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,643: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,644: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,646: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:25:49,647: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-02-14 13:25:49,647: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-02-14 13:25:49,654: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,654: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,656: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,656: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,656: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,656: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,657: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,658: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-14 13:25:49,658: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,659: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,660: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-14 13:25:49,661: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-02-14 13:25:49,662: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-02-14 13:25:49,663: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,664: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,669: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-14 13:25:49,670: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-14 13:25:49[0m
2024-02-14 13:25:49,670: root: INFO: Getting historical prices for SPY, 1 bars, 
